date,season,day,publicholiday,dailyload
01-01-2015,Winter,Weekday,yes,604197
02-01-2015,Winter,Weekend,no,555700
03-01-2015,Winter,Weekend,no,522764
04-01-2015,Winter,Weekend,no,500494
05-01-2015,Winter,Weekday,no,649523
06-01-2015,Winter,Weekday,yes,571118
07-01-2015,Winter,Weekday,no,698543
08-01-2015,Winter,Weekday,no,718908
09-01-2015,Winter,Weekend,no,610899
10-01-2015,Winter,Weekend,no,551725
11-01-2015,Winter,Weekend,no,545154
12-01-2015,Winter,Weekday,no,688064
13-01-2015,Winter,Weekday,no,730366
14-01-2015,Winter,Weekday,no,745093
15-01-2015,Winter,Weekday,no,793218
16-01-2015,Winter,Weekend,no,765769
17-01-2015,Winter,Weekend,no,678041
18-01-2015,Winter,Weekend,no,666869
19-01-2015,Winter,Weekday,no,670494
20-01-2015,Winter,Weekday,no,729966
21-01-2015,Winter,Weekday,no,641123
22-01-2015,Winter,Weekday,no,662634
23-01-2015,Winter,Weekend,no,678546
24-01-2015,Winter,Weekend,no,619933
25-01-2015,Winter,Weekend,no,604384
26-01-2015,Winter,Weekday,no,718592
27-01-2015,Winter,Weekday,no,703738
28-01-2015,Winter,Weekday,no,731344
29-01-2015,Winter,Weekday,no,719009
30-01-2015,Winter,Weekend,no,640092
31-01-2015,Winter,Weekend,no,599973
01-02-2015,Winter,Weekend,no,668904
02-02-2015,Winter,Weekday,no,815636
03-02-2015,Winter,Weekday,no,804965
04-02-2015,Winter,Weekday,no,796734
05-02-2015,Winter,Weekday,no,742732
06-02-2015,Winter,Weekend,no,755606
07-02-2015,Winter,Weekend,no,715347
08-02-2015,Winter,Weekend,no,667033
09-02-2015,Winter,Weekday,no,813432
10-02-2015,Winter,Weekday,no,801420
11-02-2015,Winter,Weekday,no,830180
12-02-2015,Winter,Weekday,no,795557
13-02-2015,Winter,Weekend,no,764268
14-02-2015,Winter,Weekend,no,682398
15-02-2015,Winter,Weekend,no,644946
16-02-2015,Winter,Weekday,no,760614
17-02-2015,Winter,Weekday,no,764762
18-02-2015,Winter,Weekday,no,797324
19-02-2015,Winter,Weekday,no,779606
20-02-2015,Winter,Weekend,no,775743
21-02-2015,Winter,Weekend,no,633353
22-02-2015,Winter,Weekend,no,645460
23-02-2015,Winter,Weekday,no,774250
24-02-2015,Winter,Weekday,no,803799
25-02-2015,Winter,Weekday,no,789086
26-02-2015,Winter,Weekday,no,800593
27-02-2015,Winter,Weekend,no,784726
28-02-2015,Winter,Weekend,no,705732
01-03-2015,Spring,Weekend,no,616786
02-03-2015,Spring,Weekday,no,741176
03-03-2015,Spring,Weekday,no,742517
04-03-2015,Spring,Weekday,no,795830
05-03-2015,Spring,Weekday,no,809536
06-03-2015,Spring,Weekend,no,780934
07-03-2015,Spring,Weekend,no,690322
08-03-2015,Spring,Weekend,no,610157
09-03-2015,Spring,Weekday,no,765763
10-03-2015,Spring,Weekday,no,761283
11-03-2015,Spring,Weekday,no,769452
12-03-2015,Spring,Weekday,no,758968
13-03-2015,Spring,Weekend,no,761580
14-03-2015,Spring,Weekend,no,663998
15-03-2015,Spring,Weekend,no,608758
16-03-2015,Spring,Weekday,no,750828
17-03-2015,Spring,Weekday,no,730696
18-03-2015,Spring,Weekday,no,749998
19-03-2015,Spring,Weekday,no,742664
20-03-2015,Spring,Weekend,no,727572
21-03-2015,Spring,Weekend,no,668609
22-03-2015,Spring,Weekend,no,575706
23-03-2015,Spring,Weekday,no,711188
24-03-2015,Spring,Weekday,no,724048
25-03-2015,Spring,Weekday,no,713093
26-03-2015,Spring,Weekday,no,699777
27-03-2015,Spring,Weekend,no,662720
28-03-2015,Spring,Weekend,no,613301
29-03-2015,Spring,Weekend,no,557100
30-03-2015,Spring,Weekday,no,665723
31-03-2015,Spring,Weekday,no,677137
01-04-2015,Spring,Weekday,no,741529
02-04-2015,Spring,Weekday,no,740329
03-04-2015,Spring,Weekend,no,656583
04-04-2015,Spring,Weekend,no,636001
05-04-2015,Spring,Weekend,yes,590817
06-04-2015,Spring,Weekday,yes,588529
07-04-2015,Spring,Weekday,no,735971
08-04-2015,Spring,Weekday,no,733810
09-04-2015,Spring,Weekday,no,718554
10-04-2015,Spring,Weekend,no,663645
11-04-2015,Spring,Weekend,no,573431
12-04-2015,Spring,Weekend,no,510941
13-04-2015,Spring,Weekday,no,632702
14-04-2015,Spring,Weekday,no,666965
15-04-2015,Spring,Weekday,no,651057
16-04-2015,Spring,Weekday,no,641504
17-04-2015,Spring,Weekend,no,686935
18-04-2015,Spring,Weekend,no,564435
19-04-2015,Spring,Weekend,no,553619
20-04-2015,Spring,Weekday,no,668010
21-04-2015,Spring,Weekday,no,645792
22-04-2015,Spring,Weekday,no,675692
23-04-2015,Spring,Weekday,no,676417
24-04-2015,Spring,Weekend,no,664855
25-04-2015,Spring,Weekend,no,567347
26-04-2015,Spring,Weekend,no,504970
27-04-2015,Spring,Weekday,no,620734
28-04-2015,Spring,Weekday,no,687524
29-04-2015,Spring,Weekday,no,678186
30-04-2015,Spring,Weekday,no,703317
01-05-2015,Spring,Weekend,yes,562278
02-05-2015,Spring,Weekend,no,553081
03-05-2015,Spring,Weekend,no,512015
04-05-2015,Spring,Weekday,no,654744
05-05-2015,Spring,Weekday,no,657907
06-05-2015,Spring,Weekday,no,660706
07-05-2015,Spring,Weekday,no,671403
08-05-2015,Spring,Weekend,no,641720
09-05-2015,Spring,Weekend,no,496726
10-05-2015,Spring,Weekend,no,444474
11-05-2015,Spring,Weekday,no,583541
12-05-2015,Spring,Weekday,no,579509
13-05-2015,Spring,Weekday,no,572101
14-05-2015,Spring,Weekday,yes,441024
15-05-2015,Spring,Weekend,no,540340
16-05-2015,Spring,Weekend,no,476061
17-05-2015,Spring,Weekend,no,448181
18-05-2015,Spring,Weekday,no,614284
19-05-2015,Spring,Weekday,no,651968
20-05-2015,Spring,Weekday,no,658846
21-05-2015,Spring,Weekday,no,655797
22-05-2015,Spring,Weekend,no,661220
23-05-2015,Spring,Weekend,no,588847
24-05-2015,Spring,Weekend,yes,496921
25-05-2015,Spring,Weekday,yes,464812
26-05-2015,Spring,Weekday,no,613867
27-05-2015,Spring,Weekday,no,637923
28-05-2015,Spring,Weekday,no,663312
29-05-2015,Spring,Weekend,no,619840
30-05-2015,Spring,Weekend,no,528520
31-05-2015,Spring,Weekend,no,472619
01-06-2015,Summer,Weekday,no,652808
02-06-2015,Summer,Weekday,no,663264
03-06-2015,Summer,Weekday,no,650804
04-06-2015,Summer,Weekday,yes,494842
05-06-2015,Summer,Weekend,no,583568
06-06-2015,Summer,Weekend,no,524676
07-06-2015,Summer,Weekend,no,497350
08-06-2015,Summer,Weekday,no,649562
09-06-2015,Summer,Weekday,no,621639
10-06-2015,Summer,Weekday,no,633716
11-06-2015,Summer,Weekday,no,666600
12-06-2015,Summer,Weekend,no,616397
13-06-2015,Summer,Weekend,no,543599
14-06-2015,Summer,Weekend,no,511600
15-06-2015,Summer,Weekday,no,650405
16-06-2015,Summer,Weekday,no,643064
17-06-2015,Summer,Weekday,no,664760
18-06-2015,Summer,Weekday,no,733471
19-06-2015,Summer,Weekend,no,652797
20-06-2015,Summer,Weekend,no,534221
21-06-2015,Summer,Weekend,no,465557
22-06-2015,Summer,Weekday,no,628470
23-06-2015,Summer,Weekday,no,669246
24-06-2015,Summer,Weekday,no,633801
25-06-2015,Summer,Weekday,no,662154
26-06-2015,Summer,Weekend,no,645704
27-06-2015,Summer,Weekend,no,568430
28-06-2015,Summer,Weekend,no,472721
29-06-2015,Summer,Weekday,no,647980
30-06-2015,Summer,Weekday,no,662256
01-07-2015,Summer,Weekday,no,646818
02-07-2015,Summer,Weekday,no,669401
03-07-2015,Summer,Weekend,no,660294
04-07-2015,Summer,Weekend,no,572646
05-07-2015,Summer,Weekend,no,531068
06-07-2015,Summer,Weekday,no,673396
07-07-2015,Summer,Weekday,no,672993
08-07-2015,Summer,Weekday,no,675720
09-07-2015,Summer,Weekday,no,659109
10-07-2015,Summer,Weekend,no,648110
11-07-2015,Summer,Weekend,no,565250
12-07-2015,Summer,Weekend,no,517347
13-07-2015,Summer,Weekday,no,665742
14-07-2015,Summer,Weekday,no,682162
15-07-2015,Summer,Weekday,no,674274
16-07-2015,Summer,Weekday,no,669917
17-07-2015,Summer,Weekend,no,659301
18-07-2015,Summer,Weekend,no,562320
19-07-2015,Summer,Weekend,no,534321
20-07-2015,Summer,Weekday,no,665397
21-07-2015,Summer,Weekday,no,686651
22-07-2015,Summer,Weekday,no,682823
23-07-2015,Summer,Weekday,no,665445
24-07-2015,Summer,Weekend,no,656571
25-07-2015,Summer,Weekend,no,547189
26-07-2015,Summer,Weekend,no,492896
27-07-2015,Summer,Weekday,no,637176
28-07-2015,Summer,Weekday,no,602323
29-07-2015,Summer,Weekday,no,579405
30-07-2015,Summer,Weekday,no,552444
31-07-2015,Summer,Weekend,no,570491
01-08-2015,Summer,Weekend,no,519093
02-08-2015,Summer,Weekend,no,440051
03-08-2015,Summer,Weekday,no,524809
04-08-2015,Summer,Weekday,no,614773
05-08-2015,Summer,Weekday,no,594003
06-08-2015,Summer,Weekday,no,629800
07-08-2015,Summer,Weekend,no,594397
08-08-2015,Summer,Weekend,no,493444
09-08-2015,Summer,Weekend,no,522955
10-08-2015,Summer,Weekday,no,564233
11-08-2015,Summer,Weekday,no,608298
12-08-2015,Summer,Weekday,no,619330
13-08-2015,Summer,Weekday,no,585789
14-08-2015,Summer,Weekend,no,554840
15-08-2015,Summer,Weekend,yes,543133
16-08-2015,Summer,Weekend,no,543786
17-08-2015,Summer,Weekday,no,617727
18-08-2015,Summer,Weekday,no,638968
19-08-2015,Summer,Weekday,no,647886
20-08-2015,Summer,Weekday,no,648961
21-08-2015,Summer,Weekend,no,641070
22-08-2015,Summer,Weekend,no,554531
23-08-2015,Summer,Weekend,no,519174
24-08-2015,Summer,Weekday,no,650688
25-08-2015,Summer,Weekday,no,627308
26-08-2015,Summer,Weekday,no,662140
27-08-2015,Summer,Weekday,no,640676
28-08-2015,Summer,Weekend,no,664228
29-08-2015,Summer,Weekend,no,570576
30-08-2015,Summer,Weekend,no,518839
31-08-2015,Summer,Weekday,no,586992
01-09-2015,Autum,Weekday,no,604097
02-09-2015,Autum,Weekday,no,685933
03-09-2015,Autum,Weekday,no,640490
04-09-2015,Autum,Weekend,no,637530
05-09-2015,Autum,Weekend,no,569550
06-09-2015,Autum,Weekend,no,502003
07-09-2015,Autum,Weekday,no,628861
08-09-2015,Autum,Weekday,no,674978
09-09-2015,Autum,Weekday,no,634332
10-09-2015,Autum,Weekday,no,629430
11-09-2015,Autum,Weekend,no,602383
12-09-2015,Autum,Weekend,no,519295
13-09-2015,Autum,Weekend,no,520758
14-09-2015,Autum,Weekday,no,642565
15-09-2015,Autum,Weekday,no,535342
16-09-2015,Autum,Weekday,no,601154
17-09-2015,Autum,Weekday,no,561570
18-09-2015,Autum,Weekend,no,611247
19-09-2015,Autum,Weekend,no,556295
20-09-2015,Autum,Weekend,no,536903
21-09-2015,Autum,Weekday,no,624368
22-09-2015,Autum,Weekday,no,636769
23-09-2015,Autum,Weekday,no,658136
24-09-2015,Autum,Weekday,no,493349
25-09-2015,Autum,Weekend,no,601589
26-09-2015,Autum,Weekend,no,551412
27-09-2015,Autum,Weekend,no,531873
28-09-2015,Autum,Weekday,no,696506
29-09-2015,Autum,Weekday,no,693223
30-09-2015,Autum,Weekday,no,669544
01-10-2015,Autum,Weekday,no,700250
02-10-2015,Autum,Weekend,no,678670
03-10-2015,Autum,Weekend,no,581561
04-10-2015,Autum,Weekend,no,537251
05-10-2015,Autum,Weekday,no,682052
06-10-2015,Autum,Weekday,no,705323
07-10-2015,Autum,Weekday,no,711005
08-10-2015,Autum,Weekday,no,700512
09-10-2015,Autum,Weekend,no,670328
10-10-2015,Autum,Weekend,no,581886
11-10-2015,Autum,Weekend,no,544518
12-10-2015,Autum,Weekday,no,698713
13-10-2015,Autum,Weekday,no,709248
14-10-2015,Autum,Weekday,no,703876
15-10-2015,Autum,Weekday,no,709150
16-10-2015,Autum,Weekend,no,688940
17-10-2015,Autum,Weekend,no,586033
18-10-2015,Autum,Weekend,no,545578
19-10-2015,Autum,Weekday,no,696442
20-10-2015,Autum,Weekday,no,717253
21-10-2015,Autum,Weekday,no,721774
22-10-2015,Autum,Weekday,no,719348
23-10-2015,Autum,Weekend,no,698452
24-10-2015,Autum,Weekend,no,587819
25-10-2015,Autum,Weekend,no,519273
26-10-2015,Autum,Weekday,yes,543464
27-10-2015,Autum,Weekday,no,697170
28-10-2015,Autum,Weekday,no,704092
29-10-2015,Autum,Weekday,no,712865
30-10-2015,Autum,Weekend,no,694949
31-10-2015,Autum,Weekend,no,585343
01-11-2015,Autum,Weekend,yes,540168
02-11-2015,Autum,Weekday,no,694091
03-11-2015,Autum,Weekday,no,716631
04-11-2015,Autum,Weekday,no,730229
05-11-2015,Autum,Weekday,no,723677
06-11-2015,Autum,Weekend,no,708659
07-11-2015,Autum,Weekend,no,607783
08-11-2015,Autum,Weekend,no,550632
09-11-2015,Autum,Weekday,no,719002
10-11-2015,Autum,Weekday,no,684214
11-11-2015,Autum,Weekday,no,723295
12-11-2015,Autum,Weekday,no,724145
13-11-2015,Autum,Weekend,no,716445
14-11-2015,Autum,Weekend,no,564507
15-11-2015,Autum,Weekend,no,568417
16-11-2015,Autum,Weekday,no,720786
17-11-2015,Autum,Weekday,no,738565
18-11-2015,Autum,Weekday,no,728198
19-11-2015,Autum,Weekday,no,747697
20-11-2015,Autum,Weekend,no,734167
21-11-2015,Autum,Weekend,no,665328
22-11-2015,Autum,Weekend,no,635421
23-11-2015,Autum,Weekday,no,787826
24-11-2015,Autum,Weekday,no,794239
25-11-2015,Autum,Weekday,no,830343
26-11-2015,Autum,Weekday,no,834581
27-11-2015,Autum,Weekend,no,814492
28-11-2015,Autum,Weekend,no,685569
29-11-2015,Autum,Weekend,no,183649
30-11-2015,Autum,Weekday,no,792735
01-12-2015,Winter,Weekday,no,779289
02-12-2015,Winter,Weekday,no,763179
03-12-2015,Winter,Weekday,no,775816
04-12-2015,Winter,Weekend,no,730062
05-12-2015,Winter,Weekend,no,672812
06-12-2015,Winter,Weekend,no,615462
07-12-2015,Winter,Weekday,no,728126
08-12-2015,Winter,Weekday,yes,658040
09-12-2015,Winter,Weekday,no,779891
10-12-2015,Winter,Weekday,no,797482
11-12-2015,Winter,Weekend,no,799844
12-12-2015,Winter,Weekend,no,708625
13-12-2015,Winter,Weekend,no,647257
14-12-2015,Winter,Weekday,no,800117
15-12-2015,Winter,Weekday,no,834682
16-12-2015,Winter,Weekday,no,831855
17-12-2015,Winter,Weekday,no,809986
18-12-2015,Winter,Weekend,no,780518
19-12-2015,Winter,Weekend,no,675281
20-12-2015,Winter,Weekend,no,634865
21-12-2015,Winter,Weekday,no,773341
22-12-2015,Winter,Weekday,no,755108
23-12-2015,Winter,Weekday,no,714207
24-12-2015,Winter,Weekday,no,576446
25-12-2015,Winter,Weekend,yes,227147
26-12-2015,Winter,Weekend,yes,590317
27-12-2015,Winter,Weekend,no,593772
28-12-2015,Winter,Weekday,no,645471
29-12-2015,Winter,Weekday,no,391924
30-12-2015,Winter,Weekday,no,678700
31-12-2015,Winter,Weekday,no,656627
01-01-2016,Winter,Weekend,yes,608426
02-01-2016,Winter,Weekend,no,667564
03-01-2016,Winter,Weekend,no,668825
04-01-2016,Winter,Weekday,no,775977
05-01-2016,Winter,Weekday,no,787103
06-01-2016,Winter,Weekday,yes,708172
07-01-2016,Winter,Weekday,no,785017
08-01-2016,Winter,Weekend,no,766443
09-01-2016,Winter,Weekend,no,689694
10-01-2016,Winter,Weekend,no,643098
11-01-2016,Winter,Weekday,no,793047
12-01-2016,Winter,Weekday,no,800322
13-01-2016,Winter,Weekday,no,822172
14-01-2016,Winter,Weekday,no,821867
15-01-2016,Winter,Weekend,no,820378
16-01-2016,Winter,Weekend,no,729131
17-01-2016,Winter,Weekend,no,690849
18-01-2016,Winter,Weekday,no,849788
19-01-2016,Winter,Weekday,no,876305
20-01-2016,Winter,Weekday,no,864681
21-01-2016,Winter,Weekday,no,864199
22-01-2016,Winter,Weekend,no,854443
23-01-2016,Winter,Weekend,no,764021
24-01-2016,Winter,Weekend,no,681080
25-01-2016,Winter,Weekday,no,810654
26-01-2016,Winter,Weekday,no,801675
27-01-2016,Winter,Weekday,no,799740
28-01-2016,Winter,Weekday,no,790603
29-01-2016,Winter,Weekend,no,771272
30-01-2016,Winter,Weekend,no,686014
31-01-2016,Winter,Weekend,no,642991
01-02-2016,Winter,Weekday,no,772767
02-02-2016,Winter,Weekday,no,772955
03-02-2016,Winter,Weekday,no,799623
04-02-2016,Winter,Weekday,no,805164
05-02-2016,Winter,Weekend,no,778283
06-02-2016,Winter,Weekend,no,677238
07-02-2016,Winter,Weekend,no,634328
08-02-2016,Winter,Weekday,no,764909
09-02-2016,Winter,Weekday,no,752622
10-02-2016,Winter,Weekday,no,801588
11-02-2016,Winter,Weekday,no,801425
12-02-2016,Winter,Weekend,no,786788
13-02-2016,Winter,Weekend,no,674987
14-02-2016,Winter,Weekend,no,635051
15-02-2016,Winter,Weekday,no,781755
16-02-2016,Winter,Weekday,no,805893
17-02-2016,Winter,Weekday,no,811182
18-02-2016,Winter,Weekday,no,810471
19-02-2016,Winter,Weekend,no,795478
20-02-2016,Winter,Weekend,no,686595
21-02-2016,Winter,Weekend,no,626712
22-02-2016,Winter,Weekday,no,741602
23-02-2016,Winter,Weekday,no,771717
24-02-2016,Winter,Weekday,no,777869
25-02-2016,Winter,Weekday,no,795521
26-02-2016,Winter,Weekend,no,766229
27-02-2016,Winter,Weekend,no,673311
28-02-2016,Winter,Weekend,no,626524
29-02-2016,Winter,Weekday,no,782982
01-03-2016,Spring,Weekday,no,805676
02-03-2016,Spring,Weekday,no,787703
03-03-2016,Spring,Weekday,no,807971
04-03-2016,Spring,Weekend,no,771599
05-03-2016,Spring,Weekend,no,670460
06-03-2016,Spring,Weekend,no,621643
07-03-2016,Spring,Weekday,no,787514
08-03-2016,Spring,Weekday,no,799098
09-03-2016,Spring,Weekday,no,779991
10-03-2016,Spring,Weekday,no,780854
11-03-2016,Spring,Weekend,no,777038
12-03-2016,Spring,Weekend,no,678357
13-03-2016,Spring,Weekend,no,632400
14-03-2016,Spring,Weekday,no,761511
15-03-2016,Spring,Weekday,no,804180
16-03-2016,Spring,Weekday,no,793813
17-03-2016,Spring,Weekday,no,768841
18-03-2016,Spring,Weekend,no,745115
19-03-2016,Spring,Weekend,no,646126
20-03-2016,Spring,Weekend,no,593209
21-03-2016,Spring,Weekday,no,735381
22-03-2016,Spring,Weekday,no,754870
23-03-2016,Spring,Weekday,no,763109
24-03-2016,Spring,Weekday,no,766680
25-03-2016,Spring,Weekend,no,732124
26-03-2016,Spring,Weekend,no,639545
27-03-2016,Spring,Weekend,yes,559058
28-03-2016,Spring,Weekday,yes,565906
29-03-2016,Spring,Weekday,no,716712
30-03-2016,Spring,Weekday,no,713599
31-03-2016,Spring,Weekday,no,705823
01-04-2016,Spring,Weekend,no,706704
02-04-2016,Spring,Weekend,no,593589
03-04-2016,Spring,Weekend,no,539005
04-04-2016,Spring,Weekday,no,678592
05-04-2016,Spring,Weekday,no,684426
06-04-2016,Spring,Weekday,no,700802
07-04-2016,Spring,Weekday,no,712754
08-04-2016,Spring,Weekend,no,721435
09-04-2016,Spring,Weekend,no,612959
10-04-2016,Spring,Weekend,no,546598
11-04-2016,Spring,Weekday,no,684071
12-04-2016,Spring,Weekday,no,699734
13-04-2016,Spring,Weekday,no,690125
14-04-2016,Spring,Weekday,no,709978
15-04-2016,Spring,Weekend,no,677673
16-04-2016,Spring,Weekend,no,571873
17-04-2016,Spring,Weekend,no,532045
18-04-2016,Spring,Weekday,no,698203
19-04-2016,Spring,Weekday,no,689320
20-04-2016,Spring,Weekday,no,677790
21-04-2016,Spring,Weekday,no,677938
22-04-2016,Spring,Weekend,no,665651
23-04-2016,Spring,Weekend,no,580975
24-04-2016,Spring,Weekend,no,552843
25-04-2016,Spring,Weekday,no,711712
26-04-2016,Spring,Weekday,no,713411
27-04-2016,Spring,Weekday,no,743624
28-04-2016,Spring,Weekday,no,729092
29-04-2016,Spring,Weekend,no,683951
